General Information,Strictly Necessary Cookies Description,Strictly Necessary Cookies Vendors,Performance Cookies Description,Performance Cookies Vendors,Functional Cookies Description,Functional Cookies Vendors,Targeting Cookies Description,Targeting Cookies Vendors
"Tracking technologies that we enable are an essential part of the frameworks we have adopted to securely enable our digital ecosystem. Some of these trackers (which may include third-party cookies) are strictly necessary and are enabled for security purposes, to technically deliver the website or service requested, and to facilitate the exercise of other individual rights. Depending on your choice we may also enable other categories of non-essential trackers to deliver additional functionalities, such as personalisation, application enhancement or improved website performance, registering web traffic analysis and, assisting in our marketing campaigns. The control panel provides detailed information about each tracker and enables you to opt-in/out of different purposes of processing. Our systems are able to detect and honour Global Privacy Control. For purposes of enabling our website and honouring user choice we process user IP addresses. To learn more, read the section titled ""Content Delivery Network CDN"" in our Cookie Notice.
More information","These cookies are set to provide the service, application or resource requested. Without these cookies, your request cannot be properly delivered. They are usually set to manage actions made by you, such as requesting website visual elements, pages resources or due user login/logoff. We can also use these cookies to set up essential functionalities to guarantee the security and efficiency of the service requested, like authentication and load balancer request.","Greenhouse Software, Everest Tech, OneTrust","These cookies are set to provide quantitative measures of website visitors. Information collected with these cookies is used in operations to measure website or software KPIs, such as performance. With the usage of these cookies we are able to count visits and traffic sources to improve the performance of our site and application. If you do not allow these cookies, we will not know when you have visited our site.","Marketo, Bizible, Adobe Dynamic Tag Manager, Adobe Audience Manager, CloudFlare, Crazy Egg","These cookies are set by us or by third party service providers we use to implement additional functionalities or to enhance features and website performance, however they are not directly related with the service you requested. Services and functionalities implemented by these cookies support features like automatic filled text box, live web chat platform, non-necessary forms and optional security parameters like a single sign-on (SSO).","Wistia, Gstatic, YouTube, Drift",These cookies are set by our advertising partners to provide behavioral advertising and re-marketing analytical data. They collect any type of browsing information necessary to create profiles and to understand user habits in order to develop an individual and specific advertising routine. The profile created regarding your browsing interest and behavior is used to customize the ads you see when you access other websites.,"LinkedIn CDN, LinkedIn Ads, 6sense"
