url,timestamp,cmp_vendor,errors,initial_banner_analysis_accept_all_present,initial_banner_analysis_reject_all_present,initial_banner_analysis_settings_button_present,initial_banner_analysis_legal_text_summary,purpose_details_purposes,purpose_details_pre_ticked_non_essential_count,purpose_details_total_purposes_count,purpose_details_strictly_necessary_count,compliance_indicators_reject_as_easy_as_accept,compliance_indicators_no_pre_ticked_boxes
https://eu.puma.com/ie/en/home,2025-06-15T18:23:12.889967,Unknown,[],True,True,True,,"[{'title': 'Strictly Necessary Cookies', 'is_strictly_necessary': False, 'is_ticked_by_default': False}, {'title': 'Performance Cookies', 'is_strictly_necessary': False, 'is_ticked_by_default': False}, {'title': 'Functional Cookies', 'is_strictly_necessary': False, 'is_ticked_by_default': False}, {'title': 'Social Media Cookies', 'is_strictly_necessary': False, 'is_ticked_by_default': False}, {'title': 'Targeting Cookies', 'is_strictly_necessary': False, 'is_ticked_by_default': False}, {'title': 'Other analysis methods for marketing purposes (website tags)', 'is_strictly_necessary': False, 'is_ticked_by_default': False}]",0,6,0,True,True
https://www.adobe.com/ie/,2025-06-15T18:23:19.593507,Unknown,[],True,True,True,,"[{'title': 'Operate the site and core services', 'is_strictly_necessary': False, 'is_ticked_by_default': True}, {'title': 'Measure performance', 'is_strictly_necessary': False, 'is_ticked_by_default': False}, {'title': 'Extend functionality', 'is_strictly_necessary': False, 'is_ticked_by_default': False}, {'title': 'Personalize advertising', 'is_strictly_necessary': False, 'is_ticked_by_default': False}]",1,4,0,True,False
https://www.theguardian.com/international,2025-06-15T18:23:24.533836,Unknown,['No settings button found.'],False,False,False,,[],0,0,0,False,True
https://www.reuters.com/,2025-06-15T18:23:31.241846,Unknown,['No recognizable consent banner found.'],False,False,False,,[],0,0,0,False,True
https://www.booking.com/,2025-06-15T18:24:00.162853,Unknown,['No settings button found.'],True,True,False,,[],0,0,0,True,True
https://www.forbes.com/,2025-06-15T18:24:03.419022,Unknown,['Could not find purpose/category items in preference center.'],True,True,True,,[],0,0,0,True,True
