General Information,Strictly necessary cookies,Analytics and performance cookies,Functional cookies,Advertising and targeting cookies
"When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalised web experience. Because we respect your right to privacy, you can choose not to allow some types of cookies. Click on the different category headings to find out more and change your default settings.
Cookie policy","These cookies are necessary for the Website to function and cannot be switched off in our systems. They are set in response to actions made by you which amount to a request for services, such as authenticating into the system or managing your privacy preferences, logging in or filling in forms and managing session with the requested service.","These cookies allow us to track analytics by counting visits and traffic sources, measuring audience and usage statistics, analysing visitor interaction with our content so we can measure and improve the performance of our Website. They may be set by us or by third party providers (e.g., Adobe, Akamai, Brightcove, Qualtrics) to help us to know which pages or videos are the most and least popular and see how visitors move around the Website.","These cookies enable the website to provide enhanced functionality and personalization based on your interaction with the website. They may be set by us or by third party providers such as Adobe, whose services we have added tour pages.","These cookies may be set through our site by our advertising partners, such as Adobe. They may be used by those partners to track your online activity on our website or across several websites to build a profile of your interests and show you relevant advertisements on other websites They do not store personal information and are based on uniquely identifying your browser and internet device."
