url,timestamp,status,cmp_vendor,initial_banner_found,accept_all_present,reject_all_present,settings_button_present,preference_center_accessed,total_purposes_count,pre_ticked_non_essential_count,strictly_necessary_count,purposes_json,error_log
https://eu.puma.com/ie/en/home,2025-06-15T22:31:17.950114,Partial (No Settings Button),OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],"['Expert: OneTrust host found, but Shadow DOM inaccessible.', 'Generic: Banner found but no interactive settings path.']"
https://www.adobe.com/ie/,2025-06-15T22:31:23.011339,Partial (No Settings Button),OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],"['Expert: OneTrust host found, but Shadow DOM inaccessible.', 'Generic: Banner found but no interactive settings path.']"
https://www2.hm.com/en_ie/index.html,2025-06-15T22:31:26.671139,Partial (No Purposes Found After Click),Unknown,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,[],"['Generic: Accessed secondary view, but could not parse purpose containers.']"
https://www.rte.ie/,2025-06-15T22:31:34.769329,Partial (No Settings Button),OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],"['Expert: OneTrust host found, but Shadow DOM inaccessible.', 'Generic: Banner found but no interactive settings path.']"
https://www.did.ie/,2025-06-15T22:31:41.615976,Partial (No Settings Button),Cookiebot,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.amazon.ie/,2025-06-15T22:31:47.820370,Partial (No Settings Button),Unknown,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.zalando.ie/,2025-06-15T22:31:52.367699,Partial (No Settings Button),Unknown,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://deliveroo.ie/,2025-06-15T22:31:57.829670,Partial (No Settings Button),OneTrust,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,[],"['Expert: OneTrust host found, but Shadow DOM inaccessible.', 'Generic: Banner found but no interactive settings path.']"
https://www.irishtimes.com/,2025-06-15T22:32:02.831466,Partial (No Settings Button),OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],"['Expert: OneTrust host found, but Shadow DOM inaccessible.', 'Generic: Banner found but no interactive settings path.']"
https://www.independent.ie/,2025-06-15T22:32:07.632658,Partial (No Purposes Found After Click),Unknown,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,[],"['Generic: Accessed secondary view, but could not parse purpose containers.']"
https://www.breakingnews.ie/,2025-06-15T22:32:15.246695,Partial (No Settings Button),OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],"['Expert: OneTrust host found, but Shadow DOM inaccessible.', 'Generic: Banner found but no interactive settings path.']"
https://www.joe.ie/,2025-06-15T22:32:18.960224,Partial (No Settings Button),Quantcast,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.her.ie/,2025-06-15T22:32:23.496613,Partial (No Settings Button),Quantcast,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.thejournal.ie/,2025-06-15T22:32:28.548460,Partial (No Settings Button),OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],"['Expert: OneTrust host found, but Shadow DOM inaccessible.', 'Generic: Banner found but no interactive settings path.']"
https://www.rsvplive.ie/,2025-06-15T22:32:33.475406,Partial (No Settings Button),Quantcast,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.eir.ie/,2025-06-15T22:32:38.142941,Partial (No Settings Button),OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],"['Expert: OneTrust host found, but Shadow DOM inaccessible.', 'Generic: Banner found but no interactive settings path.']"
https://www.aerlingus.com/,2025-06-15T22:32:46.321150,Success (Generic),OneTrust,TRUE,TRUE,FALSE,TRUE,TRUE,5,0,1,"[{""title"": ""Strictly Necessary"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""First Party Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]","['Expert: OneTrust host found, but Shadow DOM inaccessible.']"
https://www.ryanair.com/ie/en,2025-06-15T22:32:52.353966,Partial (No Purposes Found After Click),Unknown,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,[],"['Generic: Accessed secondary view, but could not parse purpose containers.']"
https://www.buseireann.ie/,2025-06-15T22:32:58.413852,Success (Generic),OneTrust,TRUE,TRUE,TRUE,TRUE,TRUE,4,0,0,"[{""title"": ""Strictly Necessary Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]","['Expert: OneTrust host found, but Shadow DOM inaccessible.']"
https://www.irishrail.ie/,2025-06-15T22:33:04.167679,Partial (No Settings Button),Cookiebot,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.dublinbus.ie/,2025-06-15T22:33:08.822359,Partial (No Settings Button),Cookiebot,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,[],['Generic: Banner found but no interactive settings path.']
