url,timestamp,cmp_vendor,initial_banner_analysis_accept_all_present,initial_banner_analysis_reject_all_present,initial_banner_analysis_settings_button_present,initial_banner_analysis_legal_text_summary,purpose_details_purposes,purpose_details_pre_ticked_non_essential_count,purpose_details_total_purposes_count,purpose_details_strictly_necessary_count,compliance_indicators_reject_as_easy_as_accept,compliance_indicators_no_pre_ticked_boxes
https://www.adobe.com/ie/,2025-06-15T17:56:07.689594,OneTrust,TRUE,TRUE,TRUE,"Adobe and its vendors use cookies and similar technologies to improve your experience and measure your interactions with our websites, products and services.  We also use them to provide you more relevant information in searches and in ads on this and other sites. If that’s okay, click “Enable all"". Clicking “Don’t enable” will set only cookies that are strictly necessary. You can also view our vendors and customize your choices by clicking ""Cookie Settings"".",[],0,0,0,TRUE,TRUE
