General Information,Strictly Necessary Cookies,Performance Cookies,Functional Cookies,Social Media Cookies,Targeting Cookies,Other analysis methods for marketing purposes (website tags),Website Tags
"When you visit our website (eu.puma.com), we may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device. The collected information is usually not assigned directly to you, but to a pseudonymous identifier (e.g. Cookie-ID). “Cookies” and “similar technologies” (such as pixel tags or plugins) are referred to collectively as “cookies” for the purpose of this information. We use cookies to understand how you interact with our website, to provide certain (convenience) functionalities on our websites and to continually improve and, if applicable, customize your experience, including the display of interest-based advertising.

Click on the different sections below to learn more about the different use cases of  cookies and to change our default settings.
            More information","These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms.    You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies do not store any personally identifiable information.","These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site.    All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance.",These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages.    If you do not allow these cookies then some or all of these services may not function properly.,These cookies are set by a range of social media services that we have added to the site to enable you to share our content with your friends and networks. They are capable of tracking your browser across other sites and building up a profile of your interests. This may impact the content and messages you see on other websites you visit.    If you do not allow these cookies you may not be able to use or see these sharing tools.,"These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites.    They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising.","These analytics methods do not include cookies, but so-called website tags. Website tags are ""measurement codes and associated code fragments"" that can communicate with the Tag Manager servers and can be configured through a web-based user interface.

These tags help us determine whether you have arrived at our website from one of our advertisements and whether you have placed an order with us. This information may be used by our advertising partners to associate your activity with a user account with that advertising partner. In this context, the data collected by the tag may be sent to the USA.

We currently use ""Google Enhanced Conversions for Web"" and “Meta Conversions API” as a further method of analysis for marketing purposes.","These analytics methods do not include cookies, but so-called website tags. Website tags are ""measurement codes and associated code fragments"" that can communicate with the Tag Manager servers and can be configured through a web-based user interface.

These tags help us determine whether you have arrived at our website from one of our advertisements and whether you have placed an order with us. This information may be used by our advertising partners to associate your activity with a user account with that advertising partner. In this context, the data collected by the tag may be sent to the USA.

We currently use ""Google Enhanced Conversions for Web"" and “Meta Conversions API” as a further method of analysis for marketing purposes."
