url,timestamp,status,cmp_vendor,initial_banner_found,accept_all_present,reject_all_present,settings_button_present,preference_center_accessed,total_purposes_count,pre_ticked_non_essential_count,strictly_necessary_count,purposes_json,error_log
https://eu.puma.com/ie/en/home,2025-06-16T02:27:55.944835,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.adobe.com/ie/,2025-06-16T02:28:10.703921,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www2.hm.com/en_ie/index.html,2025-06-16T02:28:24.180460,Partial (No Purposes Found After Click),Unknown,True,True,False,True,True,0,0,0,[],"['Generic: Accessed secondary view, but could not parse purpose containers.']"
https://www.rte.ie/,2025-06-16T02:28:32.224496,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.did.ie/,2025-06-16T02:28:46.822838,Partial (No Settings Button),Cookiebot,True,True,True,False,False,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.amazon.ie/,2025-06-16T02:28:53.920136,Partial (No Settings Button),Unknown,True,False,False,False,False,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.zalando.ie/,2025-06-16T02:28:58.466501,Partial (No Settings Button),Unknown,True,False,False,False,False,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://deliveroo.ie/,2025-06-16T02:29:02.901178,Partial (No Settings Button),OneTrust,True,True,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.irishtimes.com/,2025-06-16T02:29:18.236180,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.independent.ie/,2025-06-16T02:29:33.962086,Partial (No Purposes Found After Click),Unknown,True,True,False,True,True,0,0,0,[],"['Generic: Accessed secondary view, but could not parse purpose containers.']"
https://www.breakingnews.ie/,2025-06-16T02:29:42.104153,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.joe.ie/,2025-06-16T02:29:56.017648,Partial (No Settings Button),Quantcast,True,True,False,False,False,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.her.ie/,2025-06-16T02:30:01.472016,Partial (No Settings Button),Quantcast,True,True,True,False,False,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.thejournal.ie/,2025-06-16T02:30:05.891917,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.rsvplive.ie/,2025-06-16T02:30:20.879607,Partial (No Settings Button),Quantcast,True,True,False,False,False,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.eir.ie/,2025-06-16T02:30:25.951923,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.aerlingus.com/,2025-06-16T02:30:42.889682,Success (Generic),OneTrust,True,True,False,True,True,5,0,1,"[{""title"": ""Strictly Necessary"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""First Party Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",['Expert Handler Failed: TimeoutException']
https://www.ryanair.com/ie/en,2025-06-16T02:30:59.685035,Partial (No Purposes Found After Click),Unknown,True,True,False,True,True,0,0,0,[],"['Generic: Accessed secondary view, but could not parse purpose containers.']"
https://www.buseireann.ie/,2025-06-16T02:31:07.244128,Success (Generic),OneTrust,True,True,True,True,True,4,0,1,"[{""title"": ""Strictly Necessary Cookies"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",['Expert Handler Failed: TimeoutException']
https://www.irishrail.ie/,2025-06-16T02:31:23.674939,Partial (No Settings Button),Cookiebot,True,True,True,False,False,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.dublinbus.ie/,2025-06-16T02:31:28.672495,Partial (No Settings Button),Cookiebot,True,True,True,False,False,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.luas.ie/,2025-06-16T02:31:33.398039,Success (Generic),OneTrust,True,True,True,True,True,3,0,0,"[{""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",['Expert Handler Failed: TimeoutException']
https://www.revenue.ie/,2025-06-16T02:31:51.168936,Failed,Unknown,False,False,False,False,False,0,0,0,[],['Generic Handler Failed: TimeoutException']
https://www.gov.ie/,2025-06-16T02:32:05.170107,Partial (No Purposes Found After Click),Unknown,True,True,True,True,True,0,0,0,[],"['Generic: Accessed secondary view, but could not parse purpose containers.']"
https://www.citizensinformation.ie/,2025-06-16T02:32:10.878598,Partial (No Settings Button),Unknown,True,False,False,False,False,0,0,0,[],['Generic: Banner found but no interactive settings path.']
https://www.hse.ie/,2025-06-16T02:32:15.076697,Success (Generic),OneTrust,True,True,True,True,True,4,0,1,"[{""title"": ""Strictly Necessary Cookies"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Analytical Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""YouTube Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",['Expert Handler Failed: TimeoutException']
https://www.bonkers.ie/,2025-06-16T02:32:31.241640,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.bordgaisenergy.ie/,2025-06-16T02:32:46.843859,Success (Generic),OneTrust,True,True,False,True,True,4,1,1,"[{""title"": ""Strictly Necessary Cookies"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""First Party Analytical Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",['Expert Handler Failed: TimeoutException']
https://www.electricireland.ie/,2025-06-16T02:33:04.645188,Success (Generic),OneTrust,True,True,False,True,True,4,0,0,"[{""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",['Expert Handler Failed: TimeoutException']
https://www.bankofireland.com/,2025-06-16T02:33:20.805360,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.aib.ie/,2025-06-16T02:33:35.440302,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.permanenttsb.ie/,2025-06-16T02:33:51.285126,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.ulsterbank.ie/,2025-06-16T02:34:08.412837,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
https://www.creditunion.ie/,2025-06-16T02:34:22.699735,Partial (No Settings Button),OneTrust,True,False,False,False,False,0,0,0,[],"['Expert Handler Failed: TimeoutException', 'Generic: Banner found but no interactive settings path.']"
