url,timestamp,cmp_vendor,accept_btn,reject_btn,settings_btn,pre_ticked,vendor_count,purposes,compliance_score
https://eu.puma.com,2025-06-15T18:18:32.554917,Unknown,True,False,True,False,0,[],0.5
https://www.adobe.com,2025-06-15T18:18:52.665693,Unknown,False,False,False,False,0,[],0.25
https://www.nytimes.com,2025-06-15T18:19:00.695029,Unknown,True,True,True,False,0,[],0.75
