url,timestamp,cmp_vendor,initial_banner_analysis_accept_all_present,initial_banner_analysis_reject_all_present,initial_banner_analysis_settings_button_present,initial_banner_analysis_legal_text_summary,purpose_details_purposes,purpose_details_pre_ticked_non_essential_count,purpose_details_total_purposes_count,purpose_details_strictly_necessary_count,compliance_indicators_reject_as_easy_as_accept,compliance_indicators_no_pre_ticked_boxes
https://eu.puma.com/ie/en/home,2025-06-15T17:52:55.016018,OneTrust,TRUE,TRUE,TRUE,"Our website by default only uses cookies and similar technology (hereinafter ""Cookies"") for basic website functions/settings. If you want to stay with this default setting, please click “NECESSARY COOKIES ONLY”. You can also change the default setting and allow cookies for comfort and personalization features and/or targeted advertising. To do this, click on “COOKIE SETTINGS” and select the Cookies you want to activate. Subsequently click “CONFIRM MY CHOICES”. By clicking on “ACCEPT ALL COOKIES” you allow cookies for ALL the purposes described in the ""COOKIE SETTINGS"".For more information, see our Privacy Policy.",[],0,0,0,TRUE,TRUE
