url,timestamp,cmp_vendor,accept_all_present,reject_all_present,settings_button_present,purposes,pre_ticked_purposes_count,total_purposes_count,legal_text_summary
https://eu.puma.com/ie/en/home,41:37.6,OneTrust,TRUE,TRUE,TRUE,[],0,0,"Our website by default only uses cookies and similar technology (hereinafter ""Cookies"") for basic website functions/settings. If you want to stay with this default setting, please click “NECESSARY COOKIES ONLY”. You can also change the default setting and allow cookies for comfort and personalization features and/or targeted advertising. To do this, click on “COOKIE SETTINGS” and select the Cookies you want to activate. Subsequently click “CONFIRM MY CHOICES”. By clicking on “ACCEPT ALL COOKIES”"
