url,timestamp,status,cmp_vendor,initial_banner_found,accept_all_present,reject_all_present,settings_button_present,preference_center_accessed,total_purposes_count,pre_ticked_non_essential_count,strictly_necessary_count,purposes_json,error_log
https://eu.puma.com/ie/en/home,2025-06-16T02:59:40.202876,Partial (No Settings Interaction),OneTrust,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,[],['No button with positive settings keywords found.']
https://www.adobe.com/ie/,2025-06-16T02:59:45.740587,Partial (No Settings Interaction),OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],['No clickable buttons found in banner.']
https://www2.hm.com/en_ie/index.html,2025-06-16T02:59:50.122836,Partial (No Settings Interaction),Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,[],['No button with positive settings keywords found.']
https://www.rte.ie/,2025-06-16T02:59:57.013784,Partial (No Settings Interaction),OneTrust,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,[],['No clickable buttons found in banner.']
https://www.did.ie/,2025-06-16T03:00:02.479326,Partial (No Settings Interaction),Cookiebot,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,[],['No button with positive settings keywords found.']
https://www.amazon.ie/,2025-06-16T03:00:09.366814,Partial (No Settings Interaction),Unknown,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,[],['No clickable buttons found in banner.']
https://www.zalando.ie/,2025-06-16T03:00:15.022724,Partial (No Settings Interaction),UserCentrics,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,[],['No clickable buttons found in banner.']
https://deliveroo.ie/,2025-06-16T03:00:20.529927,Success,OneTrust,TRUE,TRUE,TRUE,TRUE,TRUE,4,0,1,"[{""title"": ""Strictly Necessary Cookies"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Analytics Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Advertising Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",[]
https://www.irishtimes.com/,2025-06-16T03:00:30.068899,Partial (No Settings Interaction),OneTrust,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,[],['No clickable buttons found in banner.']
https://www.independent.ie/,2025-06-16T03:00:35.507042,Success,Didomi,TRUE,TRUE,FALSE,TRUE,TRUE,25,0,0,"[{""title"": ""We value your privacy"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""You allow"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Examples illustrating how our partners process data based on this purpose:"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Examples illustrating how our partners process data based on this purpose:"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Examples illustrating how our partners process data based on this purpose:"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Examples illustrating how our partners process data based on this purpose:"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Examples illustrating how our partners process data based on this purpose:"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Examples illustrating how our partners process data based on this purpose:"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",[]
